name,discriminator,properties,opacity,receivesLight,insubstantial,resource,tileEntity,tileEntityId,treeRelated,vegetation,blockLight,natural,watery,colour,horizontal_orientation_schemes,vertical_orientation_scheme
conquest:nero_africano_black_marble_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:nero_africano_black_marble_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:nero_africano_black_marble_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:nero_africano_black_marble_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:nero_africano_black_marble_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:nero_africano_black_marble_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:nero_africano_black_marble_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:portasanta_pink_marble_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:portasanta_pink_marble_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:portasanta_pink_marble_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:rosso_antico_red_marble_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:rosso_antico_red_marble_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:rosso_antico_red_marble_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:travertine_brick_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:travertine_brick_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_brick_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:travertine_slab_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:travertine_slab_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:travertine_slab_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:verde_antico_green_marble_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:verde_antico_green_marble_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:verde_antico_green_marble_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:brown_sandstone_brick_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:brown_sandstone_brick_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_brick_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_sphere,,"type:e[egg;small;large],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_slab,,"layers:i[1-8],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_quarter_slab,,"facing:e[north;south;west;east],layer:i[1-3],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_corner_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_eighth_slab,,"facing:e[north;south;west;east],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_vertical_corner_slab,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_vertical_slab,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_vertical_corner,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:tan_sandstone_cobble_vertical_quarter,,"extension_toggle:b,facing:e[north;south;west;east],layer:i[1-4],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,facing_asym,
conquest:tan_sandstone_cobble_stairs,,"facing:e[north;south;west;east],half:e[top;bottom],shape:e[straight;inner_left;inner_right;outer_left;outer_right],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_wall,,"east:e[false;low;true],north:e[false;low;true],south:e[false;low;true],up:b,waterlogged:b,west:e[false;low;true]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:tan_sandstone_cobble_pillar,,"layer:i[1-3],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble,,,15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_small_arch,,"direction:e[northsouth;eastwest],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_small_arch_half,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_two_meter_arch,,"facing:e[north;south;west;east],type:e[top;bottom]",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_two_meter_arch_half,,"facing:e[north;south;west;east],hinge:e[left;right],type:e[top;bottom],waterlogged:b,wp_compat:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_arrowslit,,"facing:e[north;south;west;east],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_small_window,,"down:b,up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_small_window_half,,"down:b,facing:e[north;south;west;east],up:b,waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_balustrade,,"axis:e[x;y;z],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
conquest:brown_sandstone_cobble_capital,,"facing:e[flat;north;south;east;west],type:e[top;bottom],waterlogged:b",15,false,false,false,false,false,false,false,0,true,false,7368816,,
